STATE,STCNTY,COUNTYNAME,POP19,TAXFILERS,NUMDEP,NUMELDER,INCOME,NUMFARM,INCTAX,TEMPERATURE
LA,LA Vermilion Parish,Vermilion Parish,59511,22370,17410,4900,1263189000,960,112516000,68.25557813
LA,LA Vernon Parish,Vernon Parish,47429,17420,12780,3320,848779000,350,58588000,66.2442439
LA,LA Washington Parish,Washington Parish,46194,15970,12990,3860,686760000,820,47576000,66.34935987
LA,LA Webster Parish,Webster Parish,38340,15540,10860,4180,790937000,480,68225000,64.81455618
LA,LA West Baton Rouge Parish,West Baton Rouge Parish,26465,0,0,0,0,0,0,
LA,LA West Carroll Parish,West Carroll Parish,10830,3850,3000,1060,197243000,370,16027000,64.85392971
LA,LA West Feliciana Parish,West Feliciana Parish,15568,0,0,0,0,0,0,
LA,LA Winn Parish,Winn Parish,13904,4310,3320,1090,220030000,140,18948000,66.29085288
MA,MA Barnstable County,Barnstable County,212990,120220,41250,49810,9944845000,0,1249155000,50.89229751
MA,MA Berkshire County,Berkshire County,124944,61080,25290,20420,4122618000,110,458113000,46.26545837
MA,MA Bristol County,Bristol County,565217,278150,143290,66400,19014912000,130,2114552000,51.03466083
MA,MA Dukes County,Dukes County,17332,8300,2980,2640,736944000,0,101301000,51.81518166
MA,MA Essex County,Essex County,789034,402490,213540,104820,37241823000,0,5312972000,50.23078473
MA,MA Franklin County,Franklin County,70180,34270,14000,11660,2087417000,300,198000000,48.35282616
MA,MA Hampden County,Hampden County,466372,217900,122060,54900,13121585000,180,1367151000,47.77395898
MA,MA Hampshire County,Hampshire County,160830,71400,29050,23160,5490806000,330,632051000,48.50931707
MA,MA Middlesex County,Middlesex County,1611699,799900,392420,195270,1.02E+11,90,16826838000,48.89935177
MA,MA Nantucket County,Nantucket County,11399,6510,2510,1320,662569000,0,92213000,50.67737931
MA,MA Norfolk County,Norfolk County,706775,363420,190950,97590,51877277000,0,9090066000,50.68587522
MA,MA Plymouth County,Plymouth County,521202,260070,140240,71790,24180369000,190,3396663000,50.18874365
MA,MA Suffolk County,Suffolk County,803907,387630,154330,61730,41760871000,0,7011662000,48.78016735
MA,MA Worcester County,Worcester County,830622,403840,218750,97890,31582533000,240,3870263000,48.4853558
MD,MD Allegany County,Allegany County,70416,28290,14360,8300,1434218000,260,120618000,51.89953834
MD,MD Anne Arundel County,Anne Arundel County,579234,281200,159150,67910,26636617000,190,3529944000,55.00850694
MD,MD Baltimore city,Baltimore city,593490,265510,157480,50480,15471684000,0,1785898000,54.08599294
MD,MD Baltimore County,Baltimore County,827370,403470,231290,108160,32115664000,240,4055927000,52.92855785
MD,MD Calvert County,Calvert County,92525,45830,27920,11710,4085722000,260,482896000,55.97844103
MD,MD Caroline County,Caroline County,33406,15870,9980,3800,844008000,460,71939000,57.9017588
MD,MD Carroll County,Carroll County,168447,80310,45050,22660,6962116000,840,821273000,53.74374257
MD,MD Cecil County,Cecil County,102855,46230,27280,11560,3051635000,360,303650000,52.9804157
MD,MD Charles County,Charles County,163257,80930,50780,16990,6068360000,270,636936000,56.2174534
MD,MD Dorchester County,Dorchester County,31929,14200,8030,4020,721833000,200,62593000,58.09709836
MD,MD Frederick County,Frederick County,259547,135290,82210,32060,11550214000,1030,1374416000,53.68518767
MD,MD Garrett County,Garrett County,29014,12390,6100,3700,710375000,540,66473000,49.5447458
MD,MD Harford County,Harford County,255441,127700,73310,32920,10146858000,480,1155806000,53.06041704
MD,MD Howard County,Howard County,325690,156220,102210,36600,17933069000,140,2580419000,52.93403924
MD,MD Kent County,Kent County,19422,11240,4940,4280,844194000,180,96596000,55.71963796
MD,MD Montgomery County,Montgomery County,1050688,529420,313120,131920,62334213000,310,9875658000,52.08692274
MD,MD Prince George's County,Prince George's County,909327,0,0,0,0,0,0,
MD,MD Queen Anne's County,Queen Anne's County,50381,22070,12270,6570,2105656000,250,269940000,57.71048882
MD,MD Somerset County,Somerset County,25616,8980,5630,2660,427261000,140,32627000,58.6572377
MD,MD St Mary's County,St. Mary's County,113510,51570,32650,11240,4197257000,490,471351000,55.98447709
MD,MD Talbot County,Talbot County,37181,18650,8690,7220,1975652000,190,275502000,58.09709836
MD,MD Washington County,Washington County,151049,68880,39510,17510,4066978000,720,382413000,53.68100218
MD,MD Wicomico County,Wicomico County,103609,44580,26510,11160,2379795000,290,220342000,58.03323224
MD,MD Worcester County,Worcester County,52276,28850,11660,9750,1914448000,190,218709000,58.02947541
ME,ME Androscoggin County,Androscoggin County,108277,49600,25830,12040,2592526000,40,221168000,44.29175641
ME,ME Aroostook County,Aroostook County,67055,29030,14560,9010,1389895000,290,106420000,39.65896875
ME,ME Cumberland County,Cumberland County,295003,153920,65790,42510,12575286000,170,1577720000,44.1573401
ME,ME Franklin County,Franklin County,30199,12340,5850,3860,620834000,130,50179000,41.64158225
ME,ME Hancock County,Hancock County,54987,25710,10400,9070,1552970000,80,148634000,44.91134688
ME,ME Kennebec County,Kennebec County,122302,57560,26770,16950,3241490000,180,297142000,45.12937443
ME,ME Knox County,Knox County,39772,19830,8110,7340,1238579000,70,121633000,45.82552012
ME,ME Lincoln County,Lincoln County,34634,17670,6910,6870,1072752000,110,101634000,46.08290852
ME,ME Oxford County,Oxford County,57975,25770,12640,7510,1240088000,90,94621000,42.57005763
ME,ME Penobscot County,Penobscot County,152148,68290,32470,18720,3757285000,130,347880000,42.80130078
ME,ME Piscataquis County,Piscataquis County,16785,6760,3300,2330,320351000,0,24784000,41.02023931
ME,ME Sagadahoc County,Sagadahoc County,35856,18800,7890,6120,1200154000,50,113498000,45.40893715
ME,ME Somerset County,Somerset County,50484,21820,11310,5910,1050337000,130,82794000,43.09899019
ME,ME Waldo County,Waldo County,39715,18530,8560,6000,971797000,200,81446000,44.82958193
ME,ME Washington County,Washington County,31379,13290,6650,4500,588173000,20,43260000,43.62329153
ME,ME York County,York County,207641,107110,45910,30850,6957419000,110,706662000,46.52595773
MI,MI Alcona County,Alcona County,10405,4720,1700,2250,220357000,40,17409000,45.44076853
MI,MI Alger County,Alger County,9108,3470,1530,1320,177259000,0,14729000,41.71138589
MI,MI Allegan County,Allegan County,118081,48130,29190,12830,3016389000,670,289100000,48.1414878
MI,MI Alpena County,Alpena County,28405,14120,6020,5190,731750000,300,71776000,45.20315585
MI,MI Antrim County,Antrim County,23324,11280,4810,4450,674474000,150,67312000,44.0802258
MI,MI Arenac County,Arenac County,14883,7810,3600,2870,355455000,210,28688000,45.17387085
MI,MI Baraga County,Baraga County,8209,3040,1550,1030,144049000,0,10802000,38.34649563
MI,MI Barry County,Barry County,61550,24200,14120,7010,1562746000,510,154880000,47.87721294
MI,MI Bay County,Bay County,103126,50920,23720,16630,2686639000,500,248914000,47.31919407
MI,MI Benzie County,Benzie County,17766,8040,3210,3180,479174000,40,47343000,47.21968421
MI,MI Berrien County,Berrien County,153401,77010,43820,23360,4906291000,690,545283000,49.38046716
MI,MI Branch County,Branch County,43517,19040,11940,5440,976796000,680,79488000,48.47948059
MI,MI Calhoun County,Calhoun County,134159,60280,35760,17280,3249371000,830,285047000,45.28196671
MI,MI Cass County,Cass County,51787,19330,10810,6020,1209381000,410,131038000,48.97300384
MI,MI Charlevoix County,Charlevoix County,26143,13880,6080,4960,896300000,150,100853000,45.3377074
MI,MI Cheboygan County,Cheboygan County,25276,10360,4490,3840,531872000,140,50605000,43.57203418
MI,MI Chippewa County,Chippewa County,37349,15400,7780,4860,724050000,220,56763000,43.03049613
MI,MI Clare County,Clare County,30950,14060,7920,4760,641297000,350,49265000,43.71394065
MI,MI Clinton County,Clinton County,79595,28210,16510,8470,2051409000,890,223523000,47.38445978
MI,MI Crawford County,Crawford County,14029,5310,2460,1960,251958000,0,20003000,42.80427869
MI,MI Delta County,Delta County,35784,17500,8360,6010,927802000,190,80099000,42.11230521
MI,MI Dickinson County,Dickinson County,25239,12860,6050,4260,715059000,90,66351000,42.37552459
MI,MI Eaton County,Eaton County,110268,57750,28880,18010,3510939000,960,334574000,47.13386207
MI,MI Emmet County,Emmet County,33415,18960,8050,6550,1398272000,130,171125000,43.86986182
MI,MI Genesee County,Genesee County,405813,197730,113000,58610,10937311000,650,1082346000,46.25179009
MI,MI Gladwin County,Gladwin County,25449,11510,5800,4510,569777000,390,46423000,47.04457738
MI,MI Gogebic County,Gogebic County,13975,6360,2690,2370,391423000,20,43049000,40.11063087
MI,MI Grand Traverse County,Grand Traverse County,93088,0,0,0,0,0,0,
MI,MI Gratiot County,Gratiot County,40711,17690,10130,5050,904108000,700,76272000,47.70254493
MI,MI Hillsdale County,Hillsdale County,45605,19640,11530,6100,987565000,780,78645000,47.55044643
MI,MI Houghton County,Houghton County,35684,13390,7690,4030,711622000,30,60608000,38.37364683
MI,MI Huron County,Huron County,30981,16130,7050,6210,827299000,860,69556000,45.93585422
MI,MI Ingham County,Ingham County,292406,131570,69930,34170,8286268000,730,913540000,45.94845292
MI,MI Ionia County,Ionia County,64697,27550,16480,7190,1483733000,780,120136000,47.27817416
MI,MI Iosco County,Iosco County,25127,12340,5080,5180,569275000,170,45318000,45.29182129
MI,MI Iron County,Iron County,11066,4870,2000,2070,234065000,70,20093000,38.80806612
MI,MI Isabella County,Isabella County,69872,24900,12840,6330,1363929000,530,126528000,47.63002234
MI,MI Jackson County,Jackson County,158510,70660,39030,20920,4041584000,610,382202000,48.03565984
MI,MI Kalamazoo County,Kalamazoo County,265066,118920,64290,31450,8143716000,420,935661000,48.51352167
MI,MI Kalkaska County,Kalkaska County,18038,8470,4260,2650,433468000,80,39035000,43.07044628
MI,MI Kent County,Kent County,656955,320290,190770,73600,24298286000,790,2812678000,44.44975398
MI,MI Keweenaw County,Keweenaw County,2116,660,240,300,40410000,0,3695000,38.34649563
MI,MI Lake County,Lake County,11853,3710,1710,1540,149135000,20,10800000,45.51093238
MI,MI Lapeer County,Lapeer County,87607,39980,21380,12080,2415811000,750,224710000,47.48502703
MI,MI Leelanau County,Leelanau County,21761,8580,3230,3900,773725000,240,99492000,45.66622319
MI,MI Lenawee County,Lenawee County,98451,45370,25240,13930,2490620000,880,215525000,48.80944231
MI,MI Livingston County,Livingston County,191995,79920,42180,23310,6673200000,400,804646000,49.41576979
MI,MI Luce County,Luce County,6229,2480,1170,900,116870000,0,9381000,44.37834756
MI,MI Mackinac County,Mackinac County,10799,4840,1890,1970,228406000,40,18239000,43.77160008
MI,MI Macomb County,Macomb County,873972,447130,232560,124110,26850451000,280,2719763000,49.10541517
MI,MI Manistee County,Manistee County,24558,11460,4900,4480,579382000,130,49973000,47.28918153
MI,MI Marquette County,Marquette County,66699,29780,13490,9640,1721047000,80,156630000,40.15014977
MI,MI Mason County,Mason County,29144,13790,6750,4840,732787000,260,68093000,47.3189661
MI,MI Mecosta County,Mecosta County,43453,16550,8630,5310,868063000,450,78176000,45.05892394
MI,MI Menominee County,Menominee County,22780,10620,4680,3580,527124000,150,42244000,43.99124124
MI,MI Midland County,Midland County,83156,38480,20500,11620,3040050000,330,387273000,48.32323836
MI,MI Missaukee County,Missaukee County,15118,5870,3400,1920,275645000,190,20180000,43.69448252
MI,MI Monroe County,Monroe County,150500,71340,38110,20940,4539033000,790,450851000,49.82853806
MI,MI Montcalm County,Montcalm County,63888,28960,17170,8110,1403280000,710,107298000,46.93269532
MI,MI Montmorency County,Montmorency County,9328,4980,1930,2300,211469000,80,15214000,42.02127119
MI,MI Muskegon County,Muskegon County,173566,79320,47070,21710,4107568000,340,365471000,46.20840741
MI,MI Newaygo County,Newaygo County,48980,18690,11250,5570,937829000,390,75181000,45.20172655
MI,MI Oakland County,Oakland County,1257584,648250,339890,183330,66799413000,210,9974091000,48.4556716
MI,MI Oceana County,Oceana County,26467,12470,7390,4020,622519000,280,49847000,46.05854217
MI,MI Ogemaw County,Ogemaw County,20997,8290,4010,3090,370048000,120,28751000,44.57712579
MI,MI Ontonagon County,Ontonagon County,5720,2370,780,1130,110391000,0,8362000,39.67458407
MI,MI Osceola County,Osceola County,23460,11630,6960,3640,538044000,500,38080000,44.46582414
MI,MI Oscoda County,Oscoda County,8241,2990,1610,1110,123587000,60,8595000,44.66699614
MI,MI Otsego County,Otsego County,24668,11270,5830,3370,595712000,120,51606000,42.62239326
MI,MI Ottawa County,Ottawa County,291830,138770,85120,36840,10351288000,860,1132572000,47.14069238
MI,MI Presque Isle County,Presque Isle County,12592,6670,2680,2910,321127000,250,27105000,45.38337396
MI,MI Roscommon County,Roscommon County,24019,11920,4460,5290,557687000,0,48202000,43.5396058
MI,MI Saginaw County,Saginaw County,190539,88470,48680,27410,4680453000,910,445577000,45.8257144
MI,MI Sanilac County,Sanilac County,41170,18920,10310,6200,931575000,1120,76512000,46.53670058
MI,MI Schoolcraft County,Schoolcraft County,8094,3870,1710,1500,196576000,0,16497000,41.71057661
MI,MI Shiawassee County,Shiawassee County,68122,34890,18060,10750,1879617000,910,163015000,47.55152493
MI,MI St Clair County,St. Clair County,159128,79170,40910,23610,4548669000,790,432838000,49.14165803
MI,MI St Joseph County,St. Joseph County,60964,27850,17320,7830,1475765000,630,124974000,48.6861989
MI,MI Tuscola County,Tuscola County,52245,26180,14180,8430,1263792000,1000,94074000,46.44833901
MI,MI Van Buren County,Van Buren County,75677,36630,22410,10570,2136166000,700,208409000,48.63321657
MI,MI Washtenaw County,Washtenaw County,367601,164720,81050,42710,15224567000,710,2101126000,49.87307392
MI,MI Wayne County,Wayne County,1749343,790190,510920,199570,46458390000,160,5179022000,49.08418285
MI,MI Wexford County,Wexford County,33631,16320,9220,4810,797695000,230,64154000,44.26580103
MN,MN Aitkin County,Aitkin County,15886,7340,3080,3140,394264000,270,32828000,40.15481991
MN,MN Anoka County,Anoka County,356921,171000,99880,39220,12079262000,350,1267781000,46.48634165
MN,MN Becker County,Becker County,34423,15180,8490,4750,951396000,650,90396000,39.79214523
MN,MN Beltrami County,Beltrami County,47188,18140,10000,5160,1054651000,610,96725000,40.37396678
MN,MN Benton County,Benton County,40889,15850,9710,3520,1007847000,760,91372000,43.77568462
MN,MN Big Stone County,Big Stone County,4991,2390,1120,880,132334000,360,10458000,43.89678479
MN,MN Blue Earth County,Blue Earth County,67653,30630,14830,7520,1850335000,830,183833000,45.3624093
MN,MN Brown County,Brown County,25008,13690,6750,4560,859708000,1220,76934000,44.75291397
MN,MN Carlton County,Carlton County,35871,17320,9600,4880,1020286000,410,85672000,40.46943667
MN,MN Carver County,Carver County,105089,48460,33100,11020,5091390000,680,694913000,44.34805315
MN,MN Cass County,Cass County,29779,11510,5400,4490,649989000,330,57454000,40.96829278
MN,MN Chippewa County,Chippewa County,11800,5570,3200,1740,326209000,530,27332000,44.87775676
MN,MN Chisago County,Chisago County,56579,31550,17160,8160,2220977000,700,221895000,43.70611179
MN,MN Clay County,Clay County,64222,28390,17620,6640,1720612000,730,145675000,41.63281742
MN,MN Clearwater County,Clearwater County,8818,4850,3020,1460,253796000,600,19168000,38.35586207
MN,MN Cook County,Cook County,5463,2920,960,1130,169318000,0,15350000,39.46939326
MN,MN Cottonwood County,Cottonwood County,11196,5340,3140,1770,292390000,590,22437000,45.14080594
MN,MN Crow Wing County,Crow Wing County,65055,33770,16710,11100,2138125000,450,215428000,41.38665467
MN,MN Dakota County,Dakota County,429021,221270,129630,53700,18860114000,780,2300163000,45.44741946
MN,MN Dodge County,Dodge County,20934,10010,6470,2420,667449000,500,60239000,44.84491895
MN,MN Douglas County,Douglas County,38141,19890,9790,6770,1363492000,1040,141536000,43.22092827
MN,MN Faribault County,Faribault County,13653,6890,3540,2400,366370000,780,27405000,45.52888592
MN,MN Fillmore County,Fillmore County,21067,11020,6100,3460,653588000,1400,54401000,45.01128515
MN,MN Freeborn County,Freeborn County,30281,13390,7210,4160,754951000,650,66865000,45.08600925
MN,MN Goodhue County,Goodhue County,46340,24340,12870,7410,1722344000,1320,174884000,44.95196107
MN,MN Grant County,Grant County,5972,2960,1520,1010,183114000,370,15129000,43.14510037
MN,MN Hennepin County,Hennepin County,1265843,645000,332550,149920,65225334000,880,9728750000,45.6441174
MN,MN Houston County,Houston County,18600,9650,4870,3230,628508000,800,59891000,45.86620445
MN,MN Hubbard County,Hubbard County,21491,10550,6350,3650,571174000,330,47259000,39.82357459
MN,MN Isanti County,Isanti County,40596,18080,10360,4570,1109514000,510,98620000,41.80446927
